index,sample_id,groundtruth,S2S,CNN-LSTM,U-Net,S2S-only Transformer,Ours,Quantile Mapping
156,2022-09-30_lead_07,14.000000953674316,33.59501266479492,32.080406188964844,31.009431838989258,13.853007316589355,21.221830368041992,36.488868713378906
157,2023-09-30_lead_07,31.199993133544922,40.54991912841797,40.89268493652344,20.317230224609375,38.731712341308594,24.858732223510742,44.730445861816406
158,2022-10-03_lead_07,16.0,14.454691886901855,26.150259017944336,22.208118438720703,15.322147369384766,16.57481575012207,12.93501091003418
159,2023-10-03_lead_07,35.0,25.67755126953125,47.72038269042969,33.540550231933594,48.79936981201172,23.68952751159668,27.136465072631836
160,2022-10-07_lead_07,16.0,12.607037544250488,25.3624324798584,27.883115768432617,12.748116493225098,13.137520790100098,10.649622917175293
161,2023-10-07_lead_07,5.59999942779541,19.549327850341797,23.009746551513672,34.69965362548828,32.61936950683594,15.870190620422363,18.828086853027344
162,2022-10-10_lead_07,0.0,0.16944706439971924,13.11993408203125,15.546159744262695,3.2748422622680664,4.240559101104736,0.0
163,2023-10-10_lead_07,10.5,19.960865020751953,18.33354377746582,24.043354034423828,43.51336669921875,19.154541015625,19.45098114013672
164,2022-10-14_lead_07,0.0,0.07205672562122345,11.479159355163574,24.827468872070312,1.485019564628601,4.119805335998535,0.0
165,2023-10-14_lead_07,9.899999618530273,18.10589027404785,9.779561996459961,26.339752197265625,8.340925216674805,16.14392852783203,17.06798553466797
166,2022-10-17_lead_07,0.0,1.2276543378829956,12.161062240600586,24.042022705078125,1.779419183731079,7.378435134887695,0.0
167,2023-10-17_lead_07,0.0,8.359109878540039,14.600861549377441,7.911092758178711,4.655618190765381,8.280693054199219,4.604980945587158
168,2022-10-21_lead_07,0.0,3.8263394832611084,11.559067726135254,5.183157444000244,4.776174545288086,7.430611610412598,0.26766201853752136
169,2023-10-21_lead_07,28.9999942779541,37.893409729003906,18.909862518310547,4.94053840637207,21.487762451171875,28.9781436920166,41.54566955566406
170,2022-10-24_lead_07,0.0,5.889523506164551,19.14528465270996,6.79821252822876,5.259347915649414,9.800056457519531,1.857210397720337
171,2023-10-24_lead_07,45.099998474121094,29.431541442871094,28.50391387939453,10.72226333618164,26.540552139282227,28.11868667602539,31.648387908935547
172,2022-10-28_lead_07,0.0,2.0945839881896973,15.852417945861816,6.633231163024902,3.5319859981536865,4.419332981109619,0.0
173,2023-10-28_lead_07,16.200000762939453,19.883487701416016,34.14752960205078,7.346594333648682,19.597379684448242,31.071735382080078,19.333864212036133
174,2022-10-31_lead_07,0.0,0.712948739528656,15.46582317352295,33.40616989135742,0.42766112089157104,1.80104398727417,0.0
175,2023-10-31_lead_07,17.099994659423828,12.812643051147461,29.200130462646484,5.628390312194824,7.340330123901367,12.981048583984375,10.912912368774414
176,2022-11-04_lead_07,0.0,0.059248775243759155,11.69989013671875,2.2988510131835938,0.333510160446167,0.39947015047073364,0.0
177,2023-11-04_lead_07,28.9999942779541,26.00582504272461,41.57869338989258,21.072093963623047,30.467538833618164,23.380224227905273,27.473339080810547
178,2022-11-07_lead_07,0.0,0.1322859823703766,9.676095962524414,1.0923084020614624,0.1454249769449234,0.8317137956619263,0.0
179,2023-11-07_lead_07,12.199997901916504,33.35988235473633,31.859148025512695,50.25965118408203,27.14386558532715,23.67755699157715,36.30567169189453
180,2022-11-11_lead_07,10.899999618530273,22.957029342651367,7.320992946624756,13.970396995544434,5.189072608947754,9.449686050415039,23.64706802368164
181,2023-11-11_lead_07,0.20000001788139343,18.493227005004883,27.07733917236328,35.50368881225586,42.25141906738281,25.79875946044922,17.51432991027832
182,2022-11-13_lead_07,11.69999885559082,7.264878273010254,10.465789794921875,10.418006896972656,7.065279006958008,14.85233211517334,3.454681634902954
183,2023-11-13_lead_07,0.5999999046325684,11.887984275817871,17.137313842773438,4.485465049743652,17.507686614990234,11.525176048278809,9.659366607666016
184,2022-11-15_lead_07,11.69999885559082,11.665959358215332,12.130635261535645,15.488309860229492,17.283782958984375,19.649742126464844,9.302213668823242
185,2023-11-15_lead_07,0.5999999046325684,7.638031005859375,9.399507522583008,0.8079512119293213,3.147650718688965,3.1756439208984375,4.014061450958252
186,2022-11-17_lead_07,11.69999885559082,15.937463760375977,13.189943313598633,14.809805870056152,14.926424026489258,19.95176124572754,14.89577579498291
187,2023-11-17_lead_07,0.5999999046325684,0.9389286637306213,7.106074333190918,0.0,0.581489622592926,1.4996808767318726,0.0
188,2022-11-19_lead_07,16.200000762939453,48.368309020996094,25.52444839477539,8.383541107177734,20.444313049316406,28.120864868164062,54.244693756103516
189,2023-11-19_lead_07,0.0,0.3713539242744446,1.9807355403900146,0.1382615566253662,0.21275371313095093,1.0139307975769043,0.0
190,2022-11-21_lead_07,35.0,18.562509536743164,19.37108039855957,9.06551742553711,6.068133354187012,17.978923797607422,17.59368324279785
191,2023-11-21_lead_07,0.0,0.5494600534439087,2.356775999069214,0.5153708457946777,0.5123978853225708,1.4866719245910645,0.0
192,2022-11-23_lead_07,35.0,27.333518981933594,49.26025390625,32.03688430786133,29.09914207458496,38.86373519897461,29.1849308013916
193,2023-11-23_lead_07,0.0,0.6431416273117065,1.5395078659057617,0.8188183307647705,0.8439563512802124,2.0577871799468994,0.0
194,2022-11-25_lead_07,65.00000762939453,59.24066162109375,53.39169692993164,28.395580291748047,73.75924682617188,44.608272552490234,69.25716400146484
195,2023-11-25_lead_07,0.0,0.5988638401031494,3.5284767150878906,3.8226335048675537,1.354583978652954,2.806218147277832,0.0
196,2022-11-27_lead_07,54.000003814697266,26.56231689453125,35.279991149902344,19.8951473236084,56.5616455078125,28.83611297607422,28.150270462036133
197,2023-11-27_lead_07,0.800000011920929,0.6222314834594727,9.85041332244873,6.073962211608887,3.7155649662017822,3.4465508460998535,0.0
198,2022-11-29_lead_07,54.000003814697266,12.924237251281738,5.889072418212891,17.995206832885742,63.53678512573242,26.516510009765625,11.049154281616211
199,2023-11-29_lead_07,5.8000006675720215,3.8379499912261963,21.27259635925293,6.696683883666992,5.820736885070801,18.348867416381836,0.27087175846099854
